"","id","year","sample_site","tag_code","sex","cwt_age","post_orbital_hypural_poh","scale_age","adipose_fin_clip"
"1788","KIT1788",2017,"Kitimat R","-","M",NA,"624","3M",NA
"1789","KIT1789",2017,"Kitimat R","-","M",NA,"582","31",NA
"1790","KIT1790",2017,"Kitimat R","-","M",NA,"625","31",NA
"1791","KIT1791",2017,"Kitimat R","-","M",NA,"598","2M",NA
"1792","KIT1792",2017,"Kitimat R","-","M",NA,"796","3M",NA
"1793","KIT1793",2017,"Kitimat R","-","M",NA,"677","3M",NA
"1794","KIT1794",2017,"Kitimat R","-","M",NA,"755","41",NA
"1795","KIT1795",2017,"Kitimat R","-","M",NA,"669","3M",NA
"1796","KIT1796",2017,"Kitimat R","-","M",NA,"691","3M",NA
"1797","KIT1797",2017,"Kitimat R","-","M",NA,"731","-",NA
"1798","KIT1798",2017,"Kitimat R","-","M",NA,"677","2M",NA
"1799","KIT1799",2017,"Kitimat R","-","M",NA,"675","41",NA
"1800","KIT1800",2017,"Kitimat R","-","M",NA,"675","51",NA
"1801","KIT1801",2017,"Kitimat R","-","F",NA,"721","41",NA
"1802","KIT1802",2017,"Kitimat R","-","F",NA,"723","4M",NA
"1803","KIT1803",2017,"Kitimat R","-","F",NA,"616","41",NA
"1804","KIT1804",2017,"Kitimat R","-","F",NA,"651","41",NA
"1805","KIT1805",2017,"Kitimat R","-","F",NA,"742","51",NA
"1806","KIT1806",2017,"Kitimat R","-","F",NA,"695","41",NA
"1807","KIT1807",2017,"Kitimat R","-","F",NA,"735","41",NA
"1808","KIT1808",2017,"Kitimat R","-","F",NA,"657","3M",NA
"1809","KIT1809",2017,"Kitimat R","-","F",NA,"631","41",NA
"1810","KIT1810",2017,"Kitimat R","-","F",NA,"702","4M",NA
"1811","KIT1811",2017,"Kitimat R","-","F",NA,"661","41",NA
"1812","KIT1812",2017,"Kitimat R","-","F",NA,"655","3M",NA
"1813","KIT1813",2017,"Kitimat R","-","F",NA,"732","41",NA
"1814","KIT1814",2017,"Kitimat R","-","F",NA,"654","41",NA
"1815","KIT1815",2017,"Kitimat R","-","F",NA,"711","41",NA
"1816","KIT1816",2017,"Kitimat R","-","F",NA,"644","41",NA
"1817","KIT1817",2017,"Kitimat R","183664","M",NA,"588","2M",NA
"1818","KIT1818",2017,"Kitimat R","183664","M",NA,"584","31",NA
"1819","KIT1819",2017,"Kitimat R","-","M",NA,"544","2M",NA
"1820","KIT1820",2017,"Kitimat R","-","M",NA,"581","31",NA
"1821","KIT1821",2017,"Kitimat R","-","M",NA,"610","41",NA
"1822","KIT1822",2017,"Kitimat R","-","M",NA,"622","2M",NA
"1823","KIT1823",2017,"Kitimat R","-","M",NA,"571","31",NA
"1824","KIT1824",2017,"Kitimat R","-","M",NA,"641","31",NA
"1825","KIT1825",2017,"Kitimat R","-","M",NA,"578","31",NA
"1826","KIT1826",2017,"Kitimat R","-","M",NA,"647","3M",NA
"1827","KIT1827",2017,"Kitimat R","-","M",NA,"611","41",NA
"1828","KIT1828",2017,"Kitimat R","-","M",NA,"576","2M",NA
"1829","KIT1829",2017,"Kitimat R","-","M",NA,"561","31",NA
"1830","KIT1830",2017,"Kitimat R","-","M",NA,"599","31",NA
"1831","KIT1831",2017,"Kitimat R","-","M",NA,"541","31",NA
"1832","KIT1832",2017,"Kitimat R","-","M",NA,"597","2M",NA
"1833","KIT1833",2017,"Kitimat R","-","M",NA,"690","41",NA
"1834","KIT1834",2017,"Kitimat R","-","M",NA,"743","41",NA
"1835","KIT1835",2017,"Kitimat R","-","M",NA,"680","41",NA
"1836","KIT1836",2017,"Kitimat R","-","M",NA,"706","41",NA
"1837","KIT1837",2017,"Kitimat R","-","F",NA,"710","41",NA
"1838","KIT1838",2017,"Kitimat R","-","F",NA,"700","41",NA
"1839","KIT1839",2017,"Kitimat R","-","F",NA,"700","41",NA
"1840","KIT1840",2017,"Kitimat R","-","F",NA,"720","41",NA
"1841","KIT1841",2017,"Kitimat R","-","F",NA,"670","3M",NA
"1842","KIT1842",2017,"Kitimat R","-","F",NA,"675","41",NA
"1843","KIT1843",2017,"Kitimat R","-","F",NA,"680","3M",NA
"1844","KIT1844",2017,"Kitimat R","-","F",NA,"680","3M",NA
"1845","KIT1845",2017,"Kitimat R","-","F",NA,"715","52",NA
"1846","KIT1846",2017,"Kitimat R","-","F",NA,"715","3M",NA
"1847","KIT1847",2017,"Kitimat R","-","F",NA,"740","3M",NA
"1848","KIT1848",2017,"Kitimat R","-","F",NA,"635","41",NA
"1849","KIT1849",2017,"Kitimat R","-","F",NA,"717","41",NA
"1850","KIT1850",2017,"Kitimat R","-","F",NA,"698","3M",NA
"1851","KIT1851",2017,"Kitimat R","-","F",NA,"685","41",NA
"1852","KIT1852",2017,"Kitimat R","NTD","M",NA,"587","2M",NA
"1853","KIT1853",2017,"Kitimat R","-","M",NA,"755","3M",NA
"1854","KIT1854",2017,"Kitimat R","-","M",NA,"651","41",NA
"1855","KIT1855",2017,"Kitimat R","-","M",NA,"656","41",NA
"1856","KIT1856",2017,"Kitimat R","-","F",NA,"704","41",NA
"1857","KIT1857",2017,"Kitimat R","-","F",NA,"672","41",NA
"1858","KIT1858",2017,"Kitimat R","-","F",NA,"726","41",NA
"1859","KIT1859",2017,"Kitimat R","-","F",NA,"715","41",NA
"1860","KIT1860",2017,"Kitimat R","-","F",NA,"783","51",NA
"1861","KIT1861",2017,"Kitimat R","-","F",NA,"776","41",NA
"1862","KIT1862",2017,"Kitimat R","-","F",NA,"770","41",NA
"1863","KIT1863",2017,"Kitimat R","-","F",NA,"700","41",NA
"1864","KIT1864",2017,"Kitimat R","-","F",NA,"697","41",NA
"1865","KIT1865",2017,"Kitimat R","-","F",NA,"702","52",NA
"1866","KIT1866",2017,"Kitimat R","-","F",NA,"740","41",NA
"1867","KIT1867",2017,"Kitimat R","183664","M",NA,"539","-",NA
"1868","KIT1868",2017,"Kitimat R","183666","M",NA,"562","-",NA
"1869","KIT1869",2018,"Kitimat R","183664","M",NA,"619","3M",NA
"1870","KIT1870",2018,"Kitimat R","183690","M",NA,"520","31",NA
"1871","KIT1871",2018,"Kitimat R","183690","M",NA,"550","31",NA
"1872","KIT1872",2018,"Kitimat R","-","M",NA,"640","31",NA
"1873","KIT1873",2018,"Kitimat R","-","M",NA,"595","31",NA
"1874","KIT1874",2018,"Kitimat R","-","M",NA,"645","41",NA
"1875","KIT1875",2018,"Kitimat R","-","M",NA,"585","31",NA
"1876","KIT1876",2018,"Kitimat R","-","M",NA,"615","2M",NA
"1877","KIT1877",2018,"Kitimat R","-","M",NA,"655","41",NA
"1878","KIT1878",2018,"Kitimat R","-","M",NA,"810","S1",NA
"1879","KIT1879",2018,"Kitimat R","-","F",NA,"720","41",NA
"1880","KIT1880",2018,"Kitimat R","-","F",NA,"675","41",NA
"1881","KIT1881",2018,"Kitimat R","183664","F",NA,"660","41",NA
"1882","KIT1882",2018,"Kitimat R","-","M",NA,"633","41",NA
"1883","KIT1883",2018,"Kitimat R","-","M",NA,"730","51",NA
"1884","KIT1884",2018,"Kitimat R","-","F",NA,"763","3M",NA
"1885","KIT1885",2018,"Kitimat R","183297","M",NA,"570",NA,NA
"1886","KIT1886",2018,"Kitimat R","183664","F",NA,"725","3M",NA
"1887","KIT1887",2018,"Kitimat R","183664","F",NA,"685","31",NA
"1888","KIT1888",2018,"Kitimat R","183664","F",NA,"695","41",NA
"1889","KIT1889",2018,"Kitimat R","183665","M",NA,"705","41",NA
"1890","KIT1890",2018,"Kitimat R","183667","M",NA,"680","41",NA
"1891","KIT1891",2018,"Kitimat R","-","M",NA,"645","3M",NA
"1892","KIT1892",2018,"Kitimat R","-","M",NA,"645","2M",NA
"1893","KIT1893",2018,"Kitimat R","-","M",NA,"540","31",NA
"1894","KIT1894",2018,"Kitimat R","-","M",NA,"600","31",NA
"1895","KIT1895",2018,"Kitimat R","-","M",NA,"555","31",NA
"1896","KIT1896",2018,"Kitimat R","-","M",NA,"535","31",NA
"1897","KIT1897",2018,"Kitimat R","-","M",NA,"515","31",NA
"1898","KIT1898",2018,"Kitimat R","-","M",NA,"545","31",NA
"1899","KIT1899",2018,"Kitimat R","-","M",NA,"555","-",NA
"1900","KIT1900",2018,"Kitimat R","-","M",NA,"845","3M",NA
"1901","KIT1901",2018,"Kitimat R","-","M",NA,"815","41",NA
"1902","KIT1902",2018,"Kitimat R","-","M",NA,"710","-",NA
"1903","KIT1903",2018,"Kitimat R","-","M",NA,"715","51",NA
"1904","KIT1904",2018,"Kitimat R","-","M",NA,"675","41",NA
"1905","KIT1905",2018,"Kitimat R","-","M",NA,"655","31",NA
"1906","KIT1906",2018,"Kitimat R","-","M",NA,"675","41",NA
"1907","KIT1907",2018,"Kitimat R","-","M",NA,"675","41",NA
"1908","KIT1908",2018,"Kitimat R","-","F",NA,"620","41",NA
"1909","KIT1909",2018,"Kitimat R","-","F",NA,"695","41",NA
"1910","KIT1910",2018,"Kitimat R","-","F",NA,"760","41",NA
"1911","KIT1911",2018,"Kitimat R","-","F",NA,"720","-",NA
"1912","KIT1912",2018,"Kitimat R","-","F",NA,"740","41",NA
"1913","KIT1913",2018,"Kitimat R","-","F",NA,"810","51",NA
"1914","KIT1914",2018,"Kitimat R","-","F",NA,"700","41",NA
"1915","KIT1915",2018,"Kitimat R","-","F",NA,"780","41",NA
"1916","KIT1916",2018,"Kitimat R","-","F",NA,"805","41",NA
"1917","KIT1917",2018,"Kitimat R","-","F",NA,"755","41",NA
"1918","KIT1918",2018,"Kitimat R","-","F",NA,"700","3M",NA
"1919","KIT1919",2018,"Kitimat R","-","F",NA,"670","41",NA
"1920","KIT1920",2018,"Kitimat R","-","F",NA,"725","51",NA
"1921","KIT1921",2018,"Kitimat R","-","F",NA,"710","41",NA
"1922","KIT1922",2018,"Kitimat R","NTD","M",NA,"710","41",NA
"1923","KIT1923",2018,"Kitimat R","NTD","F",NA,"745","41",NA
"1924","KIT1924",2018,"Kitimat R","183690","M",NA,"540","31",NA
"1925","KIT1925",2018,"Kitimat R","183664","M",NA,"710","41",NA
"1926","KIT1926",2018,"Kitimat R","183664","M",NA,"655","41",NA
"1927","KIT1927",2018,"Kitimat R","183664","F",NA,"730","41",NA
"1928","KIT1928",2018,"Kitimat R","183665","M",NA,"710","31",NA
"1929","KIT1929",2018,"Kitimat R","183667","F",NA,"725","41",NA
"1930","KIT1930",2018,"Kitimat R","183690","M",NA,"683","41",NA
"1931","KIT1931",2018,"Kitimat R","-","M",NA,"744","3M",NA
"1932","KIT1932",2018,"Kitimat R","-","M",NA,"783","41",NA
"1933","KIT1933",2018,"Kitimat R","-","F",NA,"730","41",NA
"1934","KIT1934",2018,"Kitimat R","-","F",NA,"703","52",NA
"1935","KIT1935",2018,"Kitimat R","-","F",NA,"677","41",NA
"1936","KIT1936",2018,"Kitimat R","-","F",NA,"809","41",NA
"1937","KIT1937",2018,"Kitimat R","-","F",NA,"696","41",NA
"1938","KIT1938",2018,"Kitimat R","-","J",NA,"380","21",NA
"1939","KIT1939",2018,"Kitimat R","-","J",NA,"309","21",NA
"1940","KIT1940",2018,"Kitimat R","-","J",NA,"305","21",NA
"1941","KIT1941",2018,"Kitimat R","-","J",NA,"349","21",NA
"1942","KIT1942",2018,"Kitimat R","-","J",NA,"352","21",NA
"1943","KIT1943",2018,"Kitimat R","-","J",NA,"322","1M",NA
"1944","KIT1944",2018,"Kitimat R","-","J",NA,"347","21",NA
"1945","KIT1945",2018,"Kitimat R","-","J",NA,"295","21",NA
"1946","KIT1946",2018,"Kitimat R","-","J",NA,"335","1M",NA
"1947","KIT1947",2018,"Kitimat R","-","J",NA,"316","1M",NA
"1948","KIT1948",2018,"Kitimat R","183664","F",NA,"694","3M",NA
"1949","KIT1949",2018,"Kitimat R","183666","F",NA,"668","41",NA
"1950","KIT1950",2018,"Kitimat R","183666","F",NA,"719","41",NA
"1951","KIT1951",2018,"Kitimat R","183667","F",NA,"685","41",NA
"1952","KIT1952",2018,"Kitimat R","-","M",NA,"616","41",NA
"1953","KIT1953",2018,"Kitimat R","-","M",NA,"614","3M",NA
"1954","KIT1954",2018,"Kitimat R","-","M",NA,"592","42",NA
"1955","KIT1955",2018,"Kitimat R","-","M",NA,"615","3M",NA
"1956","KIT1956",2018,"Kitimat R","-","M",NA,"602","31",NA
"1957","KIT1957",2018,"Kitimat R","-","M",NA,"561","31",NA
"1958","KIT1958",2018,"Kitimat R","-","M",NA,"635","31",NA
"1959","KIT1959",2018,"Kitimat R","-","M",NA,"620","41",NA
"1960","KIT1960",2018,"Kitimat R","-","M",NA,"590","2M",NA
"1961","KIT1961",2018,"Kitimat R","-","M",NA,"623","31",NA
"1962","KIT1962",2018,"Kitimat R","-","M",NA,"613","41",NA
"1963","KIT1963",2018,"Kitimat R","-","M",NA,"574","2M",NA
"1964","KIT1964",2018,"Kitimat R","-","M",NA,"584","31",NA
"1965","KIT1965",2018,"Kitimat R","-","M",NA,"556","-",NA
"1966","KIT1966",2018,"Kitimat R","-","M",NA,"594","31",NA
"1967","KIT1967",2018,"Kitimat R","-","M",NA,"575","31",NA
"1968","KIT1968",2018,"Kitimat R","-","M",NA,"561","31",NA
"1969","KIT1969",2018,"Kitimat R","-","M",NA,"537","31",NA
"1970","KIT1970",2018,"Kitimat R","-","M",NA,"533","2M",NA
"1971","KIT1971",2018,"Kitimat R","-","M",NA,"562","31",NA
"1972","KIT1972",2018,"Kitimat R","-","M",NA,"555","31",NA
"1973","KIT1973",2018,"Kitimat R","-","M",NA,"730","41",NA
"1974","KIT1974",2018,"Kitimat R","-","M",NA,"721","3M",NA
"1975","KIT1975",2018,"Kitimat R","-","M",NA,"701","3M",NA
"1976","KIT1976",2018,"Kitimat R","-","M",NA,"691","41",NA
"1977","KIT1977",2018,"Kitimat R","-","M",NA,"696","-",NA
"1978","KIT1978",2018,"Kitimat R","-","M",NA,"706","3M",NA
"1979","KIT1979",2018,"Kitimat R","-","M",NA,"717","-",NA
"1980","KIT1980",2018,"Kitimat R","-","M",NA,"667","-",NA
"1981","KIT1981",2018,"Kitimat R","-","M",NA,"696","-",NA
"1982","KIT1982",2018,"Kitimat R","-","M",NA,"695","41",NA
"1983","KIT1983",2018,"Kitimat R","-","M",NA,"687","41",NA
"1984","KIT1984",2018,"Kitimat R","-","M",NA,"661","-",NA
"1985","KIT1985",2018,"Kitimat R","-","M",NA,"656","-",NA
"1986","KIT1986",2018,"Kitimat R","-","J",NA,"490","31",NA
"1987","KIT1987",2018,"Kitimat R","-","J",NA,"402","2M",NA
"1988","KIT1988",2018,"Kitimat R","-","J",NA,"325","21",NA
"1989","KIT1989",2018,"Kitimat R","-","F",NA,"660","41",NA
"1990","KIT1990",2018,"Kitimat R","-","F",NA,"723","3M",NA
"1991","KIT1991",2018,"Kitimat R","-","F",NA,"666","41",NA
"1992","KIT1992",2018,"Kitimat R","-","F",NA,"745","3M",NA
"1993","KIT1993",2018,"Kitimat R","-","F",NA,"720","51",NA
"1994","KIT1994",2018,"Kitimat R","-","F",NA,"731","41",NA
"1995","KIT1995",2018,"Kitimat R","-","F",NA,"691","41",NA
"1996","KIT1996",2018,"Kitimat R","-","F",NA,"701","-",NA
"1997","KIT1997",2018,"Kitimat R","-","F",NA,"732","-",NA
"1998","KIT1998",2018,"Kitimat R","-","F",NA,"696","41",NA
"1999","KIT1999",2018,"Kitimat R","-","F",NA,"692","41",NA
"2000","KIT2000",2018,"Kitimat R","-","F",NA,"741","41",NA
"2001","KIT2001",2018,"Kitimat R","-","F",NA,"683","41",NA
"2002","KIT2002",2018,"Kitimat R","-","F",NA,"702","41",NA
"2003","KIT2003",2018,"Kitimat R","-","F",NA,"630","41",NA
"2004","KIT2004",2018,"Kitimat R","-","F",NA,"734","3M",NA
"2005","KIT2005",2018,"Kitimat R","-","F",NA,"719","51",NA
"2006","KIT2006",2018,"Kitimat R","-","F",NA,"680","41",NA
"2007","KIT2007",2018,"Kitimat R","-","F",NA,"724","41",NA
"2008","KIT2008",2018,"Kitimat R","-","F",NA,"688","41",NA
"2009","KIT2009",2018,"Kitimat R","-","F",NA,"701","3M",NA
"2010","KIT2010",2018,"Kitimat R","-","F",NA,"707","41",NA
"2011","KIT2011",2018,"Kitimat R","-","F",NA,"650","41",NA
"2012","KIT2012",2018,"Kitimat R","-","F",NA,"735","3M",NA
"2013","KIT2013",2018,"Kitimat R","-","F",NA,"690","41",NA
"2014","KIT2014",2018,"Kitimat R","-","F",NA,"672","41",NA
"2015","KIT2015",2018,"Kitimat R","-","F",NA,"721","51",NA
"2016","KIT2016",2018,"Kitimat R","-","F",NA,"671","3M",NA
"2017","KIT2017",2018,"Kitimat R","-","F",NA,"614","3M",NA
"2018","KIT2018",2018,"Kitimat R","-","F",NA,"637","41",NA
"2019","KIT2019",2018,"Kitimat R","-","F",NA,"647","3M",NA
"2020","KIT2020",2018,"Kitimat R","NTD","F",NA,"656","3M",NA
"2021","KIT2021",2018,"Kitimat R","183297","M",NA,"541","31",NA
"2022","KIT2022",2018,"Kitimat R","183664","F",NA,"680","41",NA
"2023","KIT2023",2018,"Kitimat R","183664","F",NA,"657","41",NA
"2024","KIT2024",2018,"Kitimat R","183665","F",NA,"667","41",NA
"2025","KIT2025",2018,"Kitimat R","183666","F",NA,"612","41",NA
"2026","KIT2026",2018,"Kitimat R","183690","M",NA,"547","31",NA
"2027","KIT2027",2018,"Kitimat R","-","M",NA,"516","31",NA
"2028","KIT2028",2018,"Kitimat R","-","M",NA,"653","41",NA
"2029","KIT2029",2018,"Kitimat R","-","M",NA,"660","51",NA
"2030","KIT2030",2018,"Kitimat R","-","M",NA,"603","31",NA
"2031","KIT2031",2018,"Kitimat R","-","M",NA,"637","41",NA
"2032","KIT2032",2018,"Kitimat R","-","M",NA,"525","31",NA
"2033","KIT2033",2018,"Kitimat R","-","M",NA,"556","31",NA
"2034","KIT2034",2018,"Kitimat R","-","M",NA,"632","41",NA
"2035","KIT2035",2018,"Kitimat R","-","M",NA,"564","31",NA
"2036","KIT2036",2018,"Kitimat R","-","M",NA,"550","3M",NA
"2037","KIT2037",2018,"Kitimat R","-","M",NA,"555","31",NA
"2038","KIT2038",2018,"Kitimat R","-","M",NA,"559","31",NA
"2039","KIT2039",2018,"Kitimat R","-","M",NA,"625","31",NA
"2040","KIT2040",2018,"Kitimat R","-","M",NA,"667","41",NA
"2041","KIT2041",2018,"Kitimat R","-","M",NA,"773","3M",NA
"2042","KIT2042",2018,"Kitimat R","-","M",NA,"772","41",NA
"2043","KIT2043",2018,"Kitimat R","-","M",NA,"774","41",NA
"2044","KIT2044",2018,"Kitimat R","-","M",NA,"668","3M",NA
"2045","KIT2045",2018,"Kitimat R","-","M",NA,"669","31",NA
"2046","KIT2046",2018,"Kitimat R","-","M",NA,"770","41",NA
"2047","KIT2047",2018,"Kitimat R","-","M",NA,"772","41",NA
"2048","KIT2048",2018,"Kitimat R","-","M",NA,"773","41",NA
"2049","KIT2049",2018,"Kitimat R","-","M",NA,"701","31",NA
"2050","KIT2050",2018,"Kitimat R","-","M",NA,"700","41",NA
"2051","KIT2051",2018,"Kitimat R","-","M",NA,"667","31",NA
"2052","KIT2052",2018,"Kitimat R","-","J",NA,"495","31",NA
"2053","KIT2053",2018,"Kitimat R","-","F",NA,"703","4M",NA
"2054","KIT2054",2018,"Kitimat R","-","F",NA,"755","4M",NA
"2055","KIT2055",2018,"Kitimat R","-","F",NA,"664","41",NA
"2056","KIT2056",2018,"Kitimat R","-","F",NA,"699","2M",NA
"2057","KIT2057",2018,"Kitimat R","-","F",NA,"734","4M",NA
"2058","KIT2058",2018,"Kitimat R","-","F",NA,"631","41",NA
"2059","KIT2059",2018,"Kitimat R","NTD","M",NA,"666","41",NA
"2060","KIT2060",2018,"Kitimat R","-","J",NA,"355","21",NA
"2061","KIT2061",2018,"Kitimat R","183297","M",NA,"545","2M",NA
"2062","KIT2062",2018,"Kitimat R","183297","M",NA,"606","2M",NA
"2063","KIT2063",2018,"Kitimat R","183664","F",NA,"629","41",NA
"2064","KIT2064",2018,"Kitimat R","183665","F",NA,NA,"-",NA
"2065","KIT2065",2018,"Kitimat R","183665","F",NA,"659","41",NA
"2066","KIT2066",2018,"Kitimat R","183665","F",NA,"682","51",NA
"2067","KIT2067",2018,"Kitimat R","183666","M",NA,"650","41",NA
"2068","KIT2068",2018,"Kitimat R","183666","F",NA,"681","41",NA
"2069","KIT2069",2018,"Kitimat R","183667","F",NA,"684","41",NA
"2070","KIT2070",2018,"Kitimat R","-","M",NA,"587","31",NA
"2071","KIT2071",2018,"Kitimat R","-","M",NA,"545","31",NA
"2072","KIT2072",2018,"Kitimat R","-","M",NA,"529","21",NA
"2073","KIT2073",2018,"Kitimat R","-","M",NA,"515","1M",NA
"2074","KIT2074",2018,"Kitimat R","-","M",NA,"548","31",NA
"2075","KIT2075",2018,"Kitimat R","-","M",NA,"504","31",NA
"2076","KIT2076",2018,"Kitimat R","-","M",NA,"610","31",NA
"2077","KIT2077",2018,"Kitimat R","-","M",NA,"746","41",NA
"2078","KIT2078",2018,"Kitimat R","-","M",NA,"795","41",NA
"2079","KIT2079",2018,"Kitimat R","-","M",NA,"780","41",NA
"2080","KIT2080",2018,"Kitimat R","-","F",NA,"844","51",NA
"2081","KIT2081",2018,"Kitimat R","-","F",NA,"663","41",NA
"2082","KIT2082",2018,"Kitimat R","-","F",NA,"674","41",NA
"2083","KIT2083",2018,"Kitimat R","-","F",NA,"680","41",NA
"2084","KIT2084",2018,"Kitimat R","-","F",NA,"676","41",NA
"2085","KIT2085",2018,"Kitimat R","-","F",NA,"760","51",NA
"2086","KIT2086",2018,"Kitimat R","-","F",NA,"641","41",NA
"2087","KIT2087",2018,"Kitimat R","-","F",NA,"684","41",NA
"2088","KIT2088",2018,"Kitimat R","-","F",NA,"720","41",NA
"2089","KIT2089",2018,"Kitimat R","-","F",NA,"681","3M",NA
"2090","KIT2090",2018,"Kitimat R","NTD","M",NA,"553","31",NA
"2091","KIT2091",2018,"Kitimat R","183297","F",NA,"626","-",NA
"2092","KIT2092",2018,"Kitimat R","183297","M",NA,"552","-",NA
"2093","KIT2093",2018,"Kitimat R","183297","M",NA,"551","31",NA
"2094","KIT2094",2018,"Kitimat R","183297","M",NA,"540","31",NA
"2095","KIT2095",2018,"Kitimat R","183665","F",NA,"745","-",NA
"2096","KIT2096",2018,"Kitimat R","183666","F",NA,"732","-",NA
"2097","KIT2097",2018,"Kitimat R","183690","M",NA,"541","-",NA
"2098","KIT2098",2018,"Kitimat R","-","M",NA,"600","31",NA
"2099","KIT2099",2018,"Kitimat R","-","M",NA,"616","31",NA
"2100","KIT2100",2018,"Kitimat R","-","M",NA,"605","2M",NA
"2101","KIT2101",2018,"Kitimat R","-","M",NA,"582","31",NA
"2102","KIT2102",2018,"Kitimat R","-","M",NA,"630","41",NA
"2103","KIT2103",2018,"Kitimat R","-","M",NA,"598","31",NA
"2104","KIT2104",2018,"Kitimat R","-","F",NA,"670","41",NA
"2105","KIT2105",2018,"Kitimat R","-","F",NA,"690","41",NA
"2106","KIT2106",2018,"Kitimat R","-","F",NA,"704","3M",NA
"2107","KIT2107",2018,"Kitimat R","-","F",NA,"742","51",NA
"2108","KIT2108",2018,"Kitimat R","-","F",NA,"710","41",NA
"2109","KIT2109",2018,"Kitimat R","-","F",NA,"707","41",NA
"2110","KIT2110",2018,"Kitimat R","183297","M",NA,"507","31",NA
"2111","KIT2111",2018,"Kitimat R","183297","M",NA,"525","31",NA
"2112","KIT2112",2018,"Kitimat R","183664","M",NA,"610","31",NA
"2113","KIT2113",2018,"Kitimat R","183664","M",NA,"609","41",NA
"2114","KIT2114",2018,"Kitimat R","183665","F",NA,"714","41",NA
"2115","KIT2115",2018,"Kitimat R","183690","M",NA,"513","-",NA
"2116","KIT2116",2018,"Kitimat R","-","M",NA,"530","2M",NA
"2117","KIT2117",2018,"Kitimat R","-","M",NA,"598","31",NA
"2118","KIT2118",2018,"Kitimat R","-","M",NA,"540","31",NA
"2119","KIT2119",2018,"Kitimat R","-","M",NA,"609","31",NA
"2120","KIT2120",2018,"Kitimat R","-","F",NA,"734","51",NA
"2121","KIT2121",2018,"Kitimat R","-","F",NA,"654","41",NA
"2122","KIT2122",2018,"Kitimat R","-","F",NA,"672","41",NA
"2123","KIT2123",2018,"Kitimat R","183664","M",NA,"657","-",NA
"2124","KIT2124",2018,"Kitimat R","183664","F",NA,"675","-",NA
"2125","KIT2125",2018,"Kitimat R","183665","F",NA,"650","-",NA
"2126","KIT2126",2018,"Kitimat R","183665","M",NA,"685","-",NA
"2127","KIT2127",2018,"Kitimat R","183297","M",NA,"526","-",NA
"2128","KIT2128",2018,"Kitimat R","183297","M",NA,"531","-",NA
"2129","KIT2129",2018,"Kitimat R","183297","M",NA,"541","-",NA
"2130","KIT2130",2018,"Kitimat R","183297","M",NA,"505","-",NA
"2131","KIT2131",2018,"Kitimat R","183665","F",NA,"610","-",NA
"2132","KIT2132",2018,"Kitimat R","183666","F",NA,"681","-",NA
"2133","KIT2133",2018,"Kitimat R","183667","F",NA,"612","-",NA
"2134","KIT2134",2018,"Kitimat R","183690","M",NA,"554","-",NA
"2135","KIT2135",2018,"Kitimat R","NTD","F",NA,"700","-",NA
"2136","KIT2136",2019,"Kitimat R","-","J",NA,"430","21",NA
"2137","KIT2137",2019,"Kitimat R","184773","J",NA,"435","21",NA
"2138","KIT2138",2019,"Kitimat R","183085","M",NA,"565","31",NA
"2139","KIT2139",2019,"Kitimat R","183587","M",NA,"536","31",NA
"2140","KIT2140",2019,"Kitimat R","184772","J",NA,"423","21",NA
"2141","KIT2141",2019,"Kitimat R","184476","M",NA,"496","21",NA
"2142","KIT2142",2019,"Kitimat R","184188","M",NA,"509","31",NA
"2143","KIT2143",2019,"Kitimat R","185266","J",NA,"399","21",NA
"2144","KIT2144",2019,"Kitimat R","183084","J",NA,"498","21",NA
"2145","KIT2145",2019,"Kitimat R","184476","J",NA,"445","21",NA
"2146","KIT2146",2019,"Kitimat R","184773","J",NA,"416","21",NA
"2147","KIT2147",2019,"Kitimat R","184476","J",NA,"403","21",NA
"2148","KIT2148",2019,"Kitimat R","184772","J",NA,"443","21",NA
"2149","KIT2149",2019,"Kitimat R","184772","J",NA,"386","21",NA
"2150","KIT2150",2019,"Kitimat R","185266","J",NA,"393","21",NA
"2151","KIT2151",2019,"Kitimat R","184188","M",NA,"504","31",NA
"2152","KIT2152",2019,"Kitimat R","184188","M",NA,"545","31",NA
"2153","KIT2153",2019,"Kitimat R","184772","J",NA,"418","21",NA
"2154","KIT2154",2019,"Kitimat R","184772","M",NA,"462","21",NA
"2155","KIT2155",2019,"Kitimat R","184773","J",NA,"371","21",NA
"2156","KIT2156",2019,"Kitimat R","183690","M",NA,"760","41",NA
"2157","KIT2157",2019,"Kitimat R","183690","F",NA,"720","41",NA
"2158","KIT2158",2019,"Kitimat R","183690","F",NA,"690","41",NA
"2159","KIT2159",2019,"Kitimat R","184773","J",NA,"390","21",NA
"2160","KIT2160",2019,"Kitimat R","-","M",NA,"680","41",NA
"2161","KIT2161",2019,"Kitimat R","-","M",NA,"716","41",NA
"2162","KIT2162",2019,"Kitimat R","-","M",NA,"816","51",NA
"2163","KIT2163",2019,"Kitimat R","-","F",NA,"806","51",NA
"2164","KIT2164",2019,"Kitimat R","-","F",NA,"740","41",NA
"2165","KIT2165",2019,"Kitimat R","183084","J",NA,"495","31",NA
"2166","KIT2166",2019,"Kitimat R","183084","M",NA,"546","31",NA
"2167","KIT2167",2019,"Kitimat R","183690","F",NA,"695","41",NA
"2168","KIT2168",2019,"Kitimat R","183690","M",NA,"709","-",NA
"2169","KIT2169",2019,"Kitimat R","-","F",NA,"793","41",NA
