"","id","year","sample_site","tag_code","sex","cwt_age","post_orbital_hypural_poh","scale_age","adipose_fin_clip"
"1032","KIT1032",2006,"Hirsch",NA,"M",3,"620",NA,NA
"1033","KIT1033",2006,"Kitimat R",NA,"F",4,"760",NA,NA
"1034","KIT1034",2006,"Kitimat R",NA,"F",4,"722",NA,NA
"1035","KIT1035",2006,"Kitimat R",NA,"F",4,"710",NA,NA
"1036","KIT1036",2006,"Kitimat R",NA,"F",4,"724",NA,NA
"1037","KIT1037",2006,"Kitimat R",NA,"F",4,"745",NA,NA
"1038","KIT1038",2006,"Kitimat R",NA,"F",4,"748",NA,NA
"1039","KIT1039",2006,"Kitimat R",NA,"F",4,"695",NA,NA
"1040","KIT1040",2006,"Hirsch",NA,"F",4,"775",NA,NA
"1041","KIT1041",2006,"Hirsch",NA,"F",4,"741",NA,NA
"1042","KIT1042",2006,"Hirsch",NA,"F",4,"740",NA,NA
"1043","KIT1043",2006,"Kitimat R",NA,"M",4,"737",NA,NA
"1044","KIT1044",2006,"Kitimat R",NA,"M",4,"747",NA,NA
"1045","KIT1045",2006,"Kitimat R",NA,"M",4,"720",NA,NA
"1046","KIT1046",2006,"Kitimat R",NA,"M",4,"656",NA,NA
"1047","KIT1047",2006,"Kitimat R",NA,"M",4,"678",NA,NA
"1048","KIT1048",2006,"Kitimat R",NA,"M",4,"703",NA,NA
"1049","KIT1049",2006,"Kitimat R",NA,"M",4,"650",NA,NA
"1050","KIT1050",2006,"Kitimat R",NA,"M",4,"736",NA,NA
"1051","KIT1051",2006,"Kitimat R",NA,"M",4,"628",NA,NA
"1052","KIT1052",2006,"Kitimat R",NA,"M",4,"672",NA,NA
"1053","KIT1053",2006,"Kitimat R",NA,"M",4,"667",NA,NA
"1054","KIT1054",2006,"Kitimat R",NA,"M",4,"674",NA,NA
"1055","KIT1055",2006,"Hirsch",NA,"M",4,"740",NA,NA
"1056","KIT1056",2006,"Hirsch",NA,"M",4,"690",NA,NA
"1057","KIT1057",2006,"Hirsch",NA,"M",4,"670",NA,NA
"1058","KIT1058",2006,"Hirsch",NA,"M",4,"625",NA,NA
"1059","KIT1059",2006,"Hirsch",NA,"M",4,"640",NA,NA
"1060","KIT1060",2006,"Kitimat R",NA,"F",5,"765",NA,NA
"1061","KIT1061",2006,"Kitimat R",NA,"F",5,"739",NA,NA
"1062","KIT1062",2006,"Kitimat R",NA,"F",5,"760",NA,NA
"1063","KIT1063",2006,"Kitimat R",NA,"F",5,"750",NA,NA
"1064","KIT1064",2006,"Kitimat R",NA,"F",5,"770",NA,NA
"1065","KIT1065",2006,"Kitimat R",NA,"F",5,"768",NA,NA
"1066","KIT1066",2006,"Kitimat R",NA,"F",5,"790",NA,NA
"1067","KIT1067",2006,"Kitimat R",NA,"F",5,"798",NA,NA
"1068","KIT1068",2006,"Kitimat R",NA,"F",5,"800",NA,NA
"1069","KIT1069",2006,"Kitimat R",NA,"F",5,"722",NA,NA
"1070","KIT1070",2006,"Kitimat R",NA,"F",5,"850",NA,NA
"1071","KIT1071",2006,"Kitimat R",NA,"F",5,"752",NA,NA
"1072","KIT1072",2006,"Kitimat R",NA,"F",5,"805",NA,NA
"1073","KIT1073",2006,"Kitimat R",NA,"M",5,"693",NA,NA
"1074","KIT1074",2006,"Kitimat R",NA,"M",5,"763",NA,NA
"1075","KIT1075",2006,"Kitimat R",NA,"M",5,"814",NA,NA
"1076","KIT1076",2006,"Kitimat R",NA,"M",5,"707",NA,NA
"1077","KIT1077",2006,"Hirsch",NA,"M",5,"760",NA,NA
"1078","KIT1078",2007,"Kitimat R",NA,"F",4,"714",NA,NA
"1079","KIT1079",2007,"Kitimat R",NA,"F",4,"684",NA,NA
"1080","KIT1080",2007,"Kitimat R",NA,"F",4,"720",NA,NA
"1081","KIT1081",2007,"Kitimat R",NA,"F",4,"690",NA,NA
"1082","KIT1082",2007,"Kitimat R",NA,"F",4,"693",NA,NA
"1083","KIT1083",2007,"Kitimat R",NA,"F",4,"700",NA,NA
"1084","KIT1084",2007,"Kitimat R",NA,"F",4,"698",NA,NA
"1085","KIT1085",2007,"Kitimat R",NA,"F",4,"708",NA,NA
"1086","KIT1086",2007,"Kitimat R",NA,"F",4,"705",NA,NA
"1087","KIT1087",2007,"Kitimat R",NA,"F",4,"687",NA,NA
"1088","KIT1088",2007,"Kitimat R",NA,"F",4,"695",NA,NA
"1089","KIT1089",2007,"Kitimat R",NA,"F",4,"684",NA,NA
"1090","KIT1090",2007,"Kitimat R",NA,"F",4,"710",NA,NA
"1091","KIT1091",2007,"Kitimat R",NA,"F",4,"720",NA,NA
"1092","KIT1092",2007,"Kitimat R",NA,"F",4,"750",NA,NA
"1093","KIT1093",2007,"Kitimat R",NA,"F",4,"725",NA,NA
"1094","KIT1094",2007,"Kitimat R",NA,"F",4,"730",NA,NA
"1095","KIT1095",2007,"Kitimat R",NA,"F",4,"775",NA,NA
"1096","KIT1096",2007,"Kitimat R",NA,"F",4,"725",NA,NA
"1097","KIT1097",2007,"Kitimat R",NA,"F",4,"680",NA,NA
"1098","KIT1098",2007,"Kitimat R",NA,"F",4,"735",NA,NA
"1099","KIT1099",2007,"Kitimat R",NA,"F",4,"690",NA,NA
"1100","KIT1100",2007,"Kitimat R",NA,"F",4,"710",NA,NA
"1101","KIT1101",2007,"Kitimat R",NA,"F",4,"660",NA,NA
"1102","KIT1102",2007,"Kitimat R",NA,"F",4,"745",NA,NA
"1103","KIT1103",2007,"Kitimat R",NA,"F",4,"755",NA,NA
"1104","KIT1104",2007,"Kitimat R",NA,"F",4,"680",NA,NA
"1105","KIT1105",2007,"Kitimat R",NA,"F",4,"705",NA,NA
"1106","KIT1106",2007,"Kitimat R",NA,"F",4,"660",NA,NA
"1107","KIT1107",2007,"Kitimat R",NA,"F",4,"710",NA,NA
"1108","KIT1108",2007,"Kitimat R",NA,"F",4,"755",NA,NA
"1109","KIT1109",2007,"Kitimat R",NA,"F",4,"688",NA,NA
"1110","KIT1110",2007,"Kitimat R",NA,"F",4,"750",NA,NA
"1111","KIT1111",2007,"Kitimat R",NA,"F",4,"715",NA,NA
"1112","KIT1112",2007,"Hirsch",NA,"F",4,"760",NA,NA
"1113","KIT1113",2007,"Hirsch",NA,"F",4,"760",NA,NA
"1114","KIT1114",2007,"Hirsch",NA,"F",4,"740",NA,NA
"1115","KIT1115",2007,"Hirsch",NA,"F",4,"730",NA,NA
"1116","KIT1116",2007,"Hirsch",NA,"F",4,"700",NA,NA
"1117","KIT1117",2007,"Kitimat R",NA,"M",4,"799",NA,NA
"1118","KIT1118",2007,"Kitimat R",NA,"M",4,"575",NA,NA
"1119","KIT1119",2007,"Kitimat R",NA,"M",4,"660",NA,NA
"1120","KIT1120",2007,"Kitimat R",NA,"M",4,"670",NA,NA
"1121","KIT1121",2007,"Kitimat R",NA,"M",4,"667",NA,NA
"1122","KIT1122",2007,"Kitimat R",NA,"M",4,"638",NA,NA
"1123","KIT1123",2007,"Kitimat R",NA,"M",4,"720",NA,NA
"1124","KIT1124",2007,"Kitimat R",NA,"M",4,"645",NA,NA
"1125","KIT1125",2007,"Kitimat R",NA,"M",4,"640",NA,NA
"1126","KIT1126",2007,"Kitimat R",NA,"M",4,"700",NA,NA
"1127","KIT1127",2007,"Kitimat R",NA,"M",4,"645",NA,NA
"1128","KIT1128",2007,"Kitimat R",NA,"M",4,"670",NA,NA
"1129","KIT1129",2007,"Kitimat R",NA,"M",4,"655",NA,NA
"1130","KIT1130",2007,"Kitimat R",NA,"M",4,"690",NA,NA
"1131","KIT1131",2007,"Kitimat R",NA,"M",4,"602",NA,NA
"1132","KIT1132",2007,"Kitimat R",NA,"M",4,"560",NA,NA
"1133","KIT1133",2007,"Kitimat R",NA,"M",4,"660",NA,NA
"1134","KIT1134",2007,"Kitimat R",NA,"M",4,"687",NA,NA
"1135","KIT1135",2007,"Kitimat R",NA,"M",4,"690",NA,NA
"1136","KIT1136",2007,"Kitimat R",NA,"M",4,"617",NA,NA
"1137","KIT1137",2007,"Kitimat R",NA,"M",4,"730",NA,NA
"1138","KIT1138",2007,"Kitimat R",NA,"M",4,"607",NA,NA
"1139","KIT1139",2007,"Kitimat R",NA,"M",4,"830",NA,NA
"1140","KIT1140",2007,"Kitimat R",NA,"M",4,"627",NA,NA
"1141","KIT1141",2007,"Kitimat R",NA,"M",4,"692",NA,NA
"1142","KIT1142",2007,"Kitimat R",NA,"M",4,"755",NA,NA
"1143","KIT1143",2007,"Kitimat R",NA,"M",4,"577",NA,NA
"1144","KIT1144",2007,"Kitimat R",NA,"M",4,"625",NA,NA
"1145","KIT1145",2007,"Kitimat R",NA,"M",4,"685",NA,NA
"1146","KIT1146",2007,"Hirsch",NA,"M",4,"762",NA,NA
"1147","KIT1147",2007,"Hirsch",NA,"M",4,"760",NA,NA
"1148","KIT1148",2007,"Hirsch",NA,"M",4,"700",NA,NA
"1149","KIT1149",2007,"Hirsch",NA,"M",4,"660",NA,NA
"1150","KIT1150",2007,"Hirsch",NA,"M",4,"550",NA,NA
"1151","KIT1151",2007,"Hirsch",NA,"M",4,"700",NA,NA
"1152","KIT1152",2007,"Hirsch",NA,"M",4,"605",NA,NA
"1153","KIT1153",2007,"Hirsch",NA,"M",4,"660",NA,NA
"1154","KIT1154",2007,"Hirsch",NA,"M",4,"755",NA,NA
"1155","KIT1155",2007,"Hirsch",NA,"M",4,"670",NA,NA
"1156","KIT1156",2007,"Hirsch",NA,"M",4,"660",NA,NA
"1157","KIT1157",2007,"Kitimat R",NA,"F",5,"840",NA,NA
"1158","KIT1158",2007,"Kitimat R",NA,"F",5,"720",NA,NA
"1159","KIT1159",2007,"Kitimat R",NA,"F",5,"755",NA,NA
"1160","KIT1160",2007,"Kitimat R",NA,"F",5,"735",NA,NA
"1161","KIT1161",2007,"Kitimat R",NA,"F",5,"784",NA,NA
"1162","KIT1162",2007,"Kitimat R",NA,"F",5,"735",NA,NA
"1163","KIT1163",2007,"Kitimat R",NA,"F",5,"785",NA,NA
"1164","KIT1164",2007,"Kitimat R",NA,"F",5,"737",NA,NA
"1165","KIT1165",2007,"Kitimat R",NA,"F",5,"795",NA,NA
"1166","KIT1166",2007,"Kitimat R",NA,"F",5,"810",NA,NA
"1167","KIT1167",2007,"Kitimat R",NA,"F",5,"760",NA,NA
"1168","KIT1168",2007,"Kitimat R",NA,"F",5,"742",NA,NA
"1169","KIT1169",2007,"Kitimat R",NA,"F",5,"720",NA,NA
"1170","KIT1170",2007,"Kitimat R",NA,"M",5,"868",NA,NA
"1171","KIT1171",2007,"Kitimat R",NA,"M",5,"836",NA,NA
"1172","KIT1172",2007,"Kitimat R",NA,"M",5,"630",NA,NA
"1173","KIT1173",2007,"Kitimat R",NA,"M",5,"678",NA,NA
"1174","KIT1174",2007,"Hirsch",NA,"M",5,"860",NA,NA
"1175","KIT1175",2007,"Hirsch",NA,"M",5,"900",NA,NA
"1176","KIT1176",2014,"Kitimat R","-","F",NA,"773","41","N"
"1177","KIT1177",2014,"Kitimat R","-","F",NA,"771","41","N"
"1178","KIT1178",2014,"Kitimat R","-","F",NA,"660","41","N"
"1179","KIT1179",2014,"Kitimat R","-","F",NA,"729","41","N"
"1180","KIT1180",2014,"Kitimat R","-","F",NA,"699","41","N"
"1181","KIT1181",2014,"Kitimat R","-","M",NA,"745","52","N"
"1182","KIT1182",2014,"Kitimat R","-","M",NA,"733","42","N"
"1183","KIT1183",2014,"Kitimat R","-","M",NA,"615","31","N"
"1184","KIT1184",2014,"Kitimat R","-","M",NA,"754","41","N"
"1185","KIT1185",2014,"Kitimat R","-","M",NA,"845","41","N"
"1186","KIT1186",2014,"Kitimat R","-","M",NA,"742","41","N"
"1187","KIT1187",2014,"Kitimat R","-","F",NA,"703","41","N"
"1188","KIT1188",2014,"Kitimat R","-","F",NA,"718","41","N"
"1189","KIT1189",2014,"Kitimat R","-","M",NA,"770","52","N"
"1190","KIT1190",2014,"Kitimat R","-","M",NA,"765","51","N"
"1191","KIT1191",2014,"Kitimat R","-","F",NA,"753","-","N"
"1192","KIT1192",2014,"Kitimat R","-","F",NA,"684","41","N"
"1193","KIT1193",2014,"Kitimat R","-","F",NA,"629","3M","N"
"1194","KIT1194",2014,"Kitimat R","-","F",NA,"634","52","N"
"1195","KIT1195",2014,"Kitimat R","-","F",NA,"806","62","N"
"1196","KIT1196",2014,"Kitimat R","-","F",NA,"637","41","N"
"1197","KIT1197",2014,"Kitimat R","-","M",NA,"638","41","N"
"1198","KIT1198",2014,"Kitimat R","-","M",NA,"667","62","N"
"1199","KIT1199",2014,"Kitimat R","-","M",NA,"632","41","N"
"1200","KIT1200",2014,"Kitimat R","-","M",NA,"706","4M","N"
"1201","KIT1201",2014,"Kitimat R","-","M",NA,"708","41","N"
"1202","KIT1202",2014,"Kitimat R","-","M",NA,"861","4M","N"
"1203","KIT1203",2014,"Kitimat R","-","F",NA,"620","41","N"
"1204","KIT1204",2014,"Kitimat R","-","F",NA,"731","41","N"
"1205","KIT1205",2014,"Kitimat R","-","F",NA,"669","52","N"
"1206","KIT1206",2014,"Kitimat R","-","F",NA,"739","3M","N"
"1207","KIT1207",2014,"Kitimat R","-","M",NA,"674","41","N"
"1208","KIT1208",2014,"Kitimat R","-","M",NA,"560","42","N"
"1209","KIT1209",2014,"Kitimat R","-","M",NA,"684","41","N"
"1210","KIT1210",2014,"Kitimat R","-","M",NA,"642","41","N"
"1211","KIT1211",2014,"Kitimat R","-","F",NA,"771","3M","N"
"1212","KIT1212",2014,"Kitimat R","-","F",NA,"666","41","N"
"1213","KIT1213",2014,"Kitimat R","-","F",NA,"797","62","N"
"1214","KIT1214",2014,"Kitimat R","-","F",NA,"777","41","N"
"1215","KIT1215",2014,"Kitimat R","-","F",NA,"759","62","N"
"1216","KIT1216",2014,"Kitimat R","-","F",NA,"625","41","N"
"1217","KIT1217",2014,"Kitimat R","-","F",NA,"658","41","N"
"1218","KIT1218",2014,"Kitimat R","-","M",NA,"640","41","N"
"1219","KIT1219",2014,"Kitimat R","-","M",NA,"688","52","N"
"1220","KIT1220",2014,"Kitimat R","-","M",NA,"619","41","N"
"1221","KIT1221",2014,"Kitimat R","-","M",NA,"752","41","N"
"1222","KIT1222",2014,"Kitimat R","-","M",NA,"774","52","N"
"1223","KIT1223",2014,"Kitimat R","-","M",NA,"654","41","N"
"1224","KIT1224",2014,"Kitimat R","-","M",NA,"661","41","N"
"1225","KIT1225",2014,"Kitimat R","-","F",NA,"775","51","N"
"1226","KIT1226",2014,"Kitimat R","-","F",NA,"688","41","N"
"1227","KIT1227",2014,"Kitimat R","-","F",NA,"803","52","N"
"1228","KIT1228",2014,"Kitimat R","-","F",NA,"665","41","N"
"1229","KIT1229",2014,"Kitimat R","-","F",NA,"684","41","N"
"1230","KIT1230",2014,"Kitimat R","-","F",NA,"726","41","N"
"1231","KIT1231",2014,"Kitimat R","-","F",NA,"715","52","N"
"1232","KIT1232",2014,"Kitimat R","-","F",NA,"737","41","N"
"1233","KIT1233",2014,"Kitimat R","-","M",NA,"753","51","N"
"1234","KIT1234",2014,"Kitimat R","-","M",NA,"652","41","N"
"1235","KIT1235",2014,"Kitimat R","-","M",NA,"625","41","N"
"1236","KIT1236",2014,"Kitimat R","-","M",NA,"665","41","N"
"1237","KIT1237",2014,"Kitimat R","-","M",NA,"621","41","N"
"1238","KIT1238",2014,"Kitimat R","-","M",NA,"629","41","N"
"1239","KIT1239",2014,"Kitimat R","-","M",NA,"634","41","N"
"1240","KIT1240",2014,"Kitimat R","-","F",NA,"719","41","N"
"1241","KIT1241",2014,"Kitimat R","-","F",NA,"660","41","N"
"1242","KIT1242",2014,"Kitimat R","-","F",NA,"678","41","N"
"1243","KIT1243",2014,"Kitimat R","-","F",NA,"760","41","N"
"1244","KIT1244",2014,"Kitimat R","-","F",NA,"729","41","N"
"1245","KIT1245",2014,"Kitimat R","-","F",NA,"751","41","N"
"1246","KIT1246",2014,"Kitimat R","-","F",NA,"703","41","N"
"1247","KIT1247",2014,"Kitimat R","-","M",NA,"608","31","N"
"1248","KIT1248",2014,"Kitimat R","-","M",NA,"755","41","N"
"1249","KIT1249",2014,"Kitimat R","-","M",NA,"760","52","N"
"1250","KIT1250",2014,"Kitimat R","-","M",NA,"722","52","N"
"1251","KIT1251",2014,"Kitimat R","-","M",NA,"670","41","N"
"1252","KIT1252",2014,"Kitimat R","-","M",NA,"592","31","N"
"1253","KIT1253",2014,"Kitimat R","-","M",NA,"591","31","N"
"1254","KIT1254",2014,"Kitimat R","-","M",NA,"797","31","N"
"1255","KIT1255",2014,"Kitimat R","-","M",NA,"604","31","N"
"1256","KIT1256",2014,"Kitimat R","-","M",NA,"573","31","N"
"1257","KIT1257",2014,"Kitimat R","-","M",NA,"733","41","N"
"1258","KIT1258",2014,"Kitimat R","-","M",NA,"712","41","N"
"1259","KIT1259",2014,"Kitimat R","-","M",NA,"582","31","N"
"1260","KIT1260",2014,"Kitimat R","-","M",NA,"750","41","N"
"1261","KIT1261",2014,"Kitimat R","-","F",NA,"775","41","N"
"1262","KIT1262",2014,"Kitimat R","-","F",NA,"736","41","N"
"1263","KIT1263",2014,"Kitimat R","-","F",NA,"706","3M","N"
"1264","KIT1264",2014,"Kitimat R","-","F",NA,"681","41","N"
"1265","KIT1265",2014,"Kitimat R","-","F",NA,"776","41","N"
"1266","KIT1266",2014,"Kitimat R","-","F",NA,"743","41","N"
"1267","KIT1267",2014,"Kitimat R","-","F",NA,"649","41","N"
"1268","KIT1268",2014,"Kitimat R","-","F",NA,"701","41","N"
"1269","KIT1269",2014,"Kitimat R","-","F",NA,"709","41","N"
"1270","KIT1270",2014,"Kitimat R","-","F",NA,"722","41","N"
"1271","KIT1271",2014,"Kitimat R","-","F",NA,"719","51","N"
"1272","KIT1272",2014,"Kitimat R","-","M",NA,"590","31","N"
"1273","KIT1273",2014,"Kitimat R","-","M",NA,"549","31","N"
"1274","KIT1274",2014,"Kitimat R","-","M",NA,"623","41","N"
"1275","KIT1275",2014,"Kitimat R","-","M",NA,"560","31","N"
"1276","KIT1276",2014,"Kitimat R","-","M",NA,"662","3M","N"
"1277","KIT1277",2014,"Kitimat R","-","F",NA,"710","41","N"
"1278","KIT1278",2014,"Kitimat R","-","F",NA,"680","41","N"
"1279","KIT1279",2014,"Kitimat R","-","F",NA,"675","41","N"
"1280","KIT1280",2014,"Kitimat R","-","F",NA,"705","41","N"
"1281","KIT1281",2014,"Kitimat R","-","F",NA,"704","41","N"
"1282","KIT1282",2014,"Kitimat R","-","M",NA,"685","3M","N"
"1283","KIT1283",2014,"Kitimat R","-","M",NA,"555","31","N"
"1284","KIT1284",2014,"Kitimat R","-","M",NA,"616","41","N"
"1285","KIT1285",2014,"Kitimat R","-","M",NA,"567","31","N"
"1286","KIT1286",2014,"Kitimat R","-","M",NA,"623","41","N"
"1287","KIT1287",2014,"Kitimat R","-","M",NA,"642","41","N"
"1288","KIT1288",2014,"Kitimat R","-","M",NA,"584","41","N"
"1289","KIT1289",2014,"Kitimat R","-","M",NA,"587","31","N"
"1290","KIT1290",2014,"Kitimat R","-","F",NA,"688","41","N"
"1291","KIT1291",2014,"Kitimat R","-","F",NA,"700","41","N"
"1292","KIT1292",2014,"Kitimat R","-","F",NA,"672","41","N"
"1293","KIT1293",2014,"Kitimat R","-","M",NA,"568","31","N"
"1294","KIT1294",2014,"Kitimat R","-","F",NA,"746","41","N"
"1295","KIT1295",2015,"Kitimat R","-","F",NA,"912","51",NA
"1296","KIT1296",2015,"Kitimat R","-","F",NA,"789","41",NA
"1297","KIT1297",2015,"Kitimat R","-","F",NA,"837","4M",NA
"1298","KIT1298",2015,"Kitimat R","-","M",NA,"790","41",NA
"1299","KIT1299",2015,"Kitimat R","-","M",NA,"736","41",NA
"1300","KIT1300",2015,"Kitimat R","-","M",NA,"836","41",NA
"1301","KIT1301",2015,"Kitimat R","-","F",NA,"769","41",NA
"1302","KIT1302",2015,"Kitimat R","-","F",NA,"769","41",NA
"1303","KIT1303",2015,"Kitimat R","-","F",NA,"722","3M",NA
"1304","KIT1304",2015,"Kitimat R","-","F",NA,"773","41",NA
"1305","KIT1305",2015,"Kitimat R","-","M",NA,"777","41",NA
"1306","KIT1306",2015,"Kitimat R","-","M",NA,"770","41",NA
"1307","KIT1307",2015,"Kitimat R","-","M",NA,"824","41",NA
"1308","KIT1308",2015,"Kitimat R","-","M",NA,"732","41",NA
"1309","KIT1309",2015,"Kitimat R","-","F",NA,"768","51",NA
"1310","KIT1310",2015,"Kitimat R","-","F",NA,"748","51",NA
"1311","KIT1311",2015,"Kitimat R","-","F",NA,"768","41",NA
"1312","KIT1312",2015,"Kitimat R","-","F",NA,"752","41",NA
"1313","KIT1313",2015,"Kitimat R","-","M",NA,"678","41",NA
"1314","KIT1314",2015,"Kitimat R","-","M",NA,"645","41",NA
"1315","KIT1315",2015,"Kitimat R","-","M",NA,"549","2M",NA
"1316","KIT1316",2015,"Kitimat R","-","M",NA,"770","3M",NA
"1317","KIT1317",2015,"Kitimat R","-","M",NA,"654","41",NA
"1318","KIT1318",2015,"Kitimat R","-","F",NA,"706","41",NA
"1319","KIT1319",2015,"Kitimat R","-","F",NA,"694","51",NA
"1320","KIT1320",2015,"Kitimat R","-","F",NA,"725","51",NA
"1321","KIT1321",2015,"Kitimat R","-","F",NA,"699","41",NA
"1322","KIT1322",2015,"Kitimat R","-","M",NA,"736","41",NA
"1323","KIT1323",2015,"Kitimat R","-","M",NA,"720","41",NA
"1324","KIT1324",2015,"Kitimat R","-","M",NA,"678","41",NA
"1325","KIT1325",2015,"Kitimat R","-","M",NA,"690","41",NA
"1326","KIT1326",2015,"Kitimat R","-","F",NA,"836","4M",NA
"1327","KIT1327",2015,"Kitimat R","-","F",NA,"680","41",NA
"1328","KIT1328",2015,"Kitimat R","-","F",NA,"734","41",NA
"1329","KIT1329",2015,"Kitimat R","-","F",NA,"787","4M",NA
"1330","KIT1330",2015,"Kitimat R","-","F",NA,"788","51",NA
"1331","KIT1331",2015,"Kitimat R","-","M",NA,"674","41",NA
"1332","KIT1332",2015,"Kitimat R","-","M",NA,"697","41",NA
"1333","KIT1333",2015,"Kitimat R","-","M",NA,"653","41",NA
"1334","KIT1334",2015,"Kitimat R","-","M",NA,"706","41",NA
"1335","KIT1335",2015,"Kitimat R","-","F",NA,"714","3M",NA
"1336","KIT1336",2015,"Kitimat R","-","F",NA,"689","41",NA
"1337","KIT1337",2015,"Kitimat R","-","F",NA,"687","41",NA
"1338","KIT1338",2015,"Kitimat R","-","F",NA,"687","41",NA
"1339","KIT1339",2015,"Kitimat R","-","F",NA,"786","51",NA
"1340","KIT1340",2015,"Kitimat R","-","F",NA,"726","51",NA
"1341","KIT1341",2015,"Kitimat R","-","M",NA,"809","51",NA
"1342","KIT1342",2015,"Kitimat R","-","M",NA,"651","41",NA
"1343","KIT1343",2015,"Kitimat R","-","M",NA,"680","31",NA
"1344","KIT1344",2015,"Kitimat R","-","M",NA,"678","41",NA
"1345","KIT1345",2015,"Kitimat R","-","M",NA,"582","2M",NA
"1346","KIT1346",2015,"Kitimat R","-","M",NA,"646","41",NA
"1347","KIT1347",2015,"Kitimat R","-","F",NA,"737","51",NA
"1348","KIT1348",2015,"Kitimat R","-","F",NA,"657","3M",NA
"1349","KIT1349",2015,"Kitimat R","-","F",NA,"676","41",NA
"1350","KIT1350",2015,"Kitimat R","-","F",NA,"699","41",NA
"1351","KIT1351",2015,"Kitimat R","-","F",NA,"736","-",NA
"1352","KIT1352",2015,"Kitimat R","-","F",NA,"688","41",NA
"1353","KIT1353",2015,"Kitimat R","-","F",NA,"746","51",NA
"1354","KIT1354",2015,"Kitimat R","-","M",NA,"653","41",NA
"1355","KIT1355",2015,"Kitimat R","-","M",NA,"601","3M",NA
"1356","KIT1356",2015,"Kitimat R","-","M",NA,"654","41",NA
"1357","KIT1357",2015,"Kitimat R","-","M",NA,"554","31",NA
"1358","KIT1358",2015,"Kitimat R","-","M",NA,"634","31",NA
"1359","KIT1359",2015,"Kitimat R","-","M",NA,"514","31",NA
"1360","KIT1360",2015,"Kitimat R","-","M",NA,"531","31",NA
"1361","KIT1361",2015,"Kitimat R","-","F",NA,"766","51",NA
"1362","KIT1362",2015,"Kitimat R","-","F",NA,"759","41",NA
"1363","KIT1363",2015,"Kitimat R","-","F",NA,"758","51",NA
"1364","KIT1364",2015,"Kitimat R","-","F",NA,"738","41",NA
"1365","KIT1365",2015,"Kitimat R","-","M",NA,"655","31",NA
"1366","KIT1366",2015,"Kitimat R","-","M",NA,"621","41",NA
"1367","KIT1367",2015,"Kitimat R","-","M",NA,"635","41",NA
"1368","KIT1368",2015,"Kitimat R","-","M",NA,"703","41",NA
"1369","KIT1369",2015,"Kitimat R","-","M",NA,"531","31",NA
"1370","KIT1370",2015,"Kitimat R","-","F",NA,"713","3M",NA
"1371","KIT1371",2015,"Kitimat R","-","F",NA,"692","41",NA
"1372","KIT1372",2015,"Kitimat R","-","F",NA,"702","41",NA
"1373","KIT1373",2015,"Kitimat R","-","M",NA,"716","3M",NA
"1374","KIT1374",2015,"Kitimat R","-","J",NA,"375","21",NA
"1375","KIT1375",2015,"Kitimat R","-","F",NA,"753","52",NA
"1376","KIT1376",2015,"Kitimat R","-","F",NA,"712","41",NA
"1377","KIT1377",2015,"Kitimat R","-","F",NA,"706","3M",NA
"1378","KIT1378",2015,"Kitimat R","-","F",NA,"709","41",NA
"1379","KIT1379",2015,"Kitimat R","-","F",NA,"690","41",NA
"1380","KIT1380",2015,"Kitimat R","-","F",NA,"634","41",NA
"1381","KIT1381",2015,"Kitimat R","-","M",NA,"562","-",NA
"1382","KIT1382",2015,"Kitimat R","-","M",NA,"625","41",NA
"1383","KIT1383",2015,"Kitimat R","-","M",NA,"671","41",NA
"1384","KIT1384",2015,"Kitimat R","-","M",NA,"560","41",NA
"1385","KIT1385",2015,"Kitimat R","-","M",NA,"638","41",NA
"1386","KIT1386",2015,"Kitimat R","-","M",NA,"520","31",NA
"1387","KIT1387",2015,"Kitimat R","-","F",NA,"656","41",NA
"1388","KIT1388",2015,"Kitimat R","-","M",NA,"564","31",NA
"1389","KIT1389",2016,"Kitimat R","-","J",NA,NA,"1M",NA
"1390","KIT1390",2016,"Kitimat R","-","J",NA,NA,"1M",NA
"1391","KIT1391",2016,"Kitimat R","183664","J",NA,"360","-",NA
"1392","KIT1392",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1393","KIT1393",2016,"Kitimat R","-","J",NA,NA,"1M",NA
"1394","KIT1394",2016,"Kitimat R","-","J",NA,NA,"1M",NA
"1395","KIT1395",2016,"Kitimat R","-","J",NA,NA,"-",NA
"1396","KIT1396",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1397","KIT1397",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1398","KIT1398",2016,"Kitimat R","-","F",NA,NA,"3M",NA
"1399","KIT1399",2016,"Kitimat R","-","F",NA,NA,"S1",NA
"1400","KIT1400",2016,"Kitimat R","-","J",NA,NA,"42",NA
"1401","KIT1401",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1402","KIT1402",2016,"Kitimat R","-","J",NA,NA,"S1",NA
"1403","KIT1403",2016,"Kitimat R","-","J",NA,NA,"21",NA
"1404","KIT1404",2016,"Kitimat R","-","M",NA,NA,"31",NA
"1405","KIT1405",2016,"Kitimat R","-","M",NA,NA,"41",NA
"1406","KIT1406",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1407","KIT1407",2016,"Kitimat R","-","M",NA,NA,"3M",NA
"1408","KIT1408",2016,"Kitimat R","-","M",NA,NA,"51",NA
"1409","KIT1409",2016,"Kitimat R","-","M",NA,NA,"41",NA
